fid,nome,geometriaaproximada,geocodigo,anodereferencia,utmepsg
4378,Boa Esperança,Não,"4103008",,31982
4379,Boa Esperança do Iguaçu,Não,"4103024",,31982
4380,Boa Ventura de São Roque,Não,"4103040",,31982
4381,Bom Jesus do Sul,Não,"4103156",,31982
4382,Bom Sucesso,Não,"4103206",,31982
4383,Bom Sucesso do Sul,Não,"4103222",,31982
4384,Borrazópolis,Não,"4103305",,31982
4385,Braganey,Não,"4103354",,31982
4386,Cafeara,Não,"4103404",,31982
4387,Cafelândia,Não,"4103453",,31982
4388,Califórnia,Não,"4103503",,31982
4389,Cambé,Não,"4103701",,31982
4390,Cambira,Não,"4103800",,31982
4391,Campina da Lagoa,Não,"4103909",,31982
4392,Campina do Simão,Não,"4103958",,31982
4393,Campo Bonito,Não,"4104055",,31982
4394,Campo Largo,Não,"4104204",,31982
4395,Campo Magro,Não,"4104253",,31982
4396,Campo Mourão,Não,"4104303",,31982
4397,Cândido de Abreu,Não,"4104402",,31982
4398,Candói,Não,"4104428",,31982
4399,Cantagalo,Não,"4104451",,31982
4400,Entre Rios do Oeste,Não,"4107538",,31981
4401,Esperança Nova,Não,"4107520",,31982
4402,Fazenda Rio Grande,Não,"4107652",,31982
4403,Fênix,Não,"4107702",,31982
4404,Figueira,Não,"4107751",,31982
4405,Floraí,Não,"4107801",,31982
4406,Flor da Serra do Sul,Não,"4107850",,31982
4407,Floresta,Não,"4107900",,31982
4408,Florestópolis,Não,"4108007",,31982
4409,Flórida,Não,"4108106",,31982
4410,Formosa do Oeste,Não,"4108205",,31982
4411,Foz do Iguaçu,Não,"4108304",,31981
4412,Foz do Jordão,Não,"4108452",,31982
4413,Francisco Alves,Não,"4108320",,31982
4414,Francisco Beltrão,Não,"4108403",,31982
4415,General Carneiro,Não,"4108502",,31982
4416,Godoy Moreira,Não,"4108551",,31982
4417,Goioerê,Não,"4108601",,31982
4418,Goioxim,Não,"4108650",,31982
4419,Grandes Rios,Não,"4108700",,31982
4420,Guaíra,Não,"4108809",,31981
4421,Guairaçá,Não,"4108908",,31982
4422,Guamiranga,Não,"4108957",,31982
4423,Guapirama,Não,"4109005",,31982
4424,Guaraci,Não,"4109203",,31982
4425,Guaraniaçu,Não,"4109302",,31982
4426,Guarapuava,Não,"4109401",,31982
4427,Honório Serpa,Não,"4109658",,31982
4428,Ibaiti,Não,"4109708",,31982
4429,Ibema,Não,"4109757",,31982
4430,Ibiporã,Não,"4109807",,31982
4431,Icaraíma,Não,"4109906",,31982
4432,Iguaraçu,Não,"4110003",,31982
4433,Iguatu,Não,"4110052",,31982
4434,Imbaú,Não,"4110078",,31982
4435,Imbituva,Não,"4110102",,31982
4436,Inácio Martins,Não,"4110201",,31982
4437,Inajá,Não,"4110300",,31982
4438,Indianópolis,Não,"4110409",,31982
4439,Ipiranga,Não,"4110508",,31982
4440,Iracema do Oeste,Não,"4110656",,31982
4441,Irati,Não,"4110706",,31982
4442,Iretama,Não,"4110805",,31982
4443,Itaguajé,Não,"4110904",,31982
4444,Itaipulândia,Não,"4110953",,31981
4445,Itambé,Não,"4111100",,31982
4446,Itapejara d'Oeste,Não,"4111209",,31982
4447,Itaperuçu,Não,"4111258",,31982
4448,Ivatuba,Não,"4111605",,31982
4449,Jaboti,Não,"4111704",,31982
4450,Jacarezinho,Não,"4111803",,31982
4451,Jaguapitã,Não,"4111902",,31982
4452,Jaguariaíva,Não,"4112009",,31982
4453,Jandaia do Sul,Não,"4112108",,31982
4454,Janiópolis,Não,"4112207",,31982
4455,Japira,Não,"4112306",,31982
4456,Japurá,Não,"4112405",,31982
4457,Jardim Alegre,Não,"4112504",,31982
4458,Cachoeira dos Índios,Não,"2503308",,31984
4459,Jardim Olinda,Não,"4112603",,31982
4460,São Carlos do Ivaí,Não,"4124608",,31982
4461,São Jerônimo da Serra,Não,"4124707",,31982
4462,São João,Não,"4124806",,31982
4463,São João do Caiuá,Não,"4124905",,31982
4464,Jataizinho,Não,"4112702",,31982
4465,Jesuítas,Não,"4112751",,31982
4466,Joaquim Távora,Não,"4112801",,31982
4467,Jundiaí do Sul,Não,"4112900",,31982
4468,Juranda,Não,"4112959",,31982
4469,Jussara,Não,"4113007",,31982
4470,Kaloré,Não,"4113106",,31982
4471,Laranjal,Não,"4113254",,31982
4472,Laranjeiras do Sul,Não,"4113304",,31982
4473,Leópolis,Não,"4113403",,31982
4474,Lidianópolis,Não,"4113429",,31982
4475,Lindoeste,Não,"4113452",,31982
4476,Loanda,Não,"4113502",,31982
4477,Lobato,Não,"4113601",,31982
4478,Londrina,Não,"4113700",,31982
4479,Luiziana,Não,"4113734",,31982
4480,Caridade do Piauí,Não,"2202554",,31984
4481,Lunardelli,Não,"4113759",,31982
4482,Maria Helena,Não,"4114708",,31982
4483,Marialva,Não,"4114807",,31982
4484,Marilândia do Sul,Não,"4114906",,31982
4485,Marilena,Não,"4115002",,31982
4486,Mariluz,Não,"4115101",,31982
4487,Maringá,Não,"4115200",,31982
4488,Mariópolis,Não,"4115309",,31982
4489,Marmeleiro,Não,"4115408",,31982
4490,Marquinho,Não,"4115457",,31982
4491,Marumbi,Não,"4115507",,31982
4492,Matelândia,Não,"4115606",,31982
4493,Matinhos,Não,"4115705",,31982
4494,Mato Rico,Não,"4115739",,31982
4495,Mauá da Serra,Não,"4115754",,31982
4496,Medianeira,Não,"4115804",,31981
4497,Mercedes,Não,"4115853",,31981
4498,Miraselva,Não,"4116000",,31982
4499,Missal,Não,"4116059",,31981
4500,Moreira Sales,Não,"4116109",,31982
4501,Morretes,Não,"4116208",,31982
4502,Munhoz de Melo,Não,"4116307",,31982
4503,Nossa Senhora das Graças,Não,"4116406",,31982
4504,Nova Aliança do Ivaí,Não,"4116505",,31982
4505,Nova América da Colina,Não,"4116604",,31982
4506,Nova Aurora,Não,"4116703",,31982
4507,Nova Cantu,Não,"4116802",,31982
4508,Nova Esperança do Sudoeste,Não,"4116950",,31982
4509,Nova Fátima,Não,"4117008",,31982
4510,Nova Laranjeiras,Não,"4117057",,31982
4511,São Pedro do Paraná,Não,"4125902",,31982
4512,São Sebastião da Amoreira,Não,"4126009",,31982
4513,Sapopema,Não,"4126207",,31982
4514,Saudade do Iguaçu,Não,"4126272",,31982
4515,Sengés,Não,"4126306",,31982
4516,Serranópolis do Iguaçu,Não,"4126355",,31981
4517,Sertanópolis,Não,"4126504",,31982
4518,Siqueira Campos,Não,"4126603",,31982
4519,Nova Londrina,Não,"4117107",,31982
4520,Palmas de Monte Alto,Não,"2923407",,31983
4521,Caculé,Não,"2905008",,31983
4522,Potiraguá,Não,"2925402",,31984
4523,Nova Russas,Não,"2309300",,31984
4524,Nova Olímpia,Não,"4117206",,31982
4525,Nova Prata do Iguaçu,Não,"4117255",,31982
4526,Batalha,Não,"2700706",,31984
4527,Nova Santa Bárbara,Não,"4117214",,31982
4528,Nova Tebas,Não,"4117271",,31982
4529,Novo Itacolomi,Não,"4117297",,31982
4530,Ortigueira,Não,"4117305",,31982
4531,Ourizona,Não,"4117404",,31982
4532,Ouro Verde do Oeste,Não,"4117453",,31982
4533,Carneiros,Não,"2701803",,31984
4534,Jacuípe,Não,"2703502",,31985
4535,Paiçandu,Não,"4117503",,31982
4536,Palmas,Não,"4117602",,31982
4537,Palmeira,Não,"4117701",,31982
4538,Paraíso do Norte,Não,"4118006",,31982
4539,Paranacity,Não,"4118105",,31982
4540,Paranaguá,Não,"4118204",,31982
4541,Paranapoema,Não,"4118303",,31982
4542,Paranavaí,Não,"4118402",,31982
4543,Pato Bragado,Não,"4118451",,31981
4544,Jaramataia,Não,"2703700",,31984
4545,Paula Freitas,Não,"4118600",,31982
4546,Paulo Frontin,Não,"4118709",,31982
4547,Peabiru,Não,"4118808",,31982
4548,Presidente Castelo Branco,Não,"4120408",,31982
4549,Prudentópolis,Não,"4120606",,31982
4550,Quarto Centenário,Não,"4120655",,31982
4551,Quatiguá,Não,"4120705",,31982
4552,Lagoa da Canoa,Não,"2704104",,31984
4553,Quatro Barras,Não,"4120804",,31982
4554,Quatro Pontes,Não,"4120853",,31982
4555,Quedas do Iguaçu,Não,"4120903",,31982
4556,Campo Alegre,Não,"2701407",,31984
4557,Querência do Norte,Não,"4121000",,31982
4558,Quinta do Sol,Não,"4121109",,31982
4559,Quitandinha,Não,"4121208",,31982
4560,Ramilândia,Não,"4121257",,31981
4561,Realeza,Não,"4121406",,31982
4562,Rebouças,Não,"4121505",,31982
4563,Renascença,Não,"4121604",,31982
4564,Reserva,Não,"4121703",,31982
4565,Reserva do Iguaçu,Não,"4121752",,31982
4566,Ribeirão Claro,Não,"4121802",,31982
4567,Ribeirão do Pinhal,Não,"4121901",,31982
4568,Rio Azul,Não,"4122008",,31982
4569,Rio Bom,Não,"4122107",,31982
4570,Rio Bonito do Iguaçu,Não,"4122156",,31982
4571,Rio Branco do Ivaí,Não,"4122172",,31982
4572,Rio Branco do Sul,Não,"4122206",,31982
4573,Rio Negro,Não,"4122305",,31982
4574,Rolândia,Não,"4122404",,31982
4575,Roncador,Não,"4122503",,31982
4576,Rosário do Ivaí,Não,"4122651",,31982
4577,Sabáudia,Não,"4122701",,31982
4578,Salgado Filho,Não,"4122800",,31982
4579,Salto do Lontra,Não,"4123006",,31982
4580,Santa Amélia,Não,"4123105",,31982
4581,Santa Cecília do Pavão,Não,"4123204",,31982
4582,Santa Cruz de Monte Castelo,Não,"4123303",,31982
4583,Santa Fé,Não,"4123402",,31982
4584,Santa Helena,Não,"4123501",,31981
4585,Santa Inês,Não,"4123600",,31982
4586,Santa Isabel do Ivaí,Não,"4123709",,31982
4587,Santa Izabel do Oeste,Não,"4123808",,31982
4588,Santa Lúcia,Não,"4123824",,31982
4589,Santa Maria do Oeste,Não,"4123857",,31982
4590,Santa Mariana,Não,"4123907",,31982
4591,Santa Mônica,Não,"4123956",,31982
4592,Santa Tereza do Oeste,Não,"4124020",,31982
4593,Santa Terezinha de Itaipu,Não,"4124053",,31981
4594,Santo Antônio da Platina,Não,"4124103",,31982
4595,Pindaí,Não,"2924504",,31983
4596,Santo Antônio do Caiuá,Não,"4124202",,31982
4597,Santo Antônio do Paraíso,Não,"4124301",,31982
4598,Santo Antônio do Sudoeste,Não,"4124400",,31982
4599,Sarandi,Não,"4126256",,31982
4600,São João do Ivaí,Não,"4125001",,31982
4601,São Jorge d'Oeste,Não,"4125209",,31982
4602,São Jorge do Ivaí,Não,"4125308",,31982
4603,São Jorge do Patrocínio,Não,"4125357",,31982
4604,São José da Boa Vista,Não,"4125407",,31982
4605,São José das Palmeiras,Não,"4125456",,31981
4606,São José dos Pinhais,Não,"4125506",,31982
4607,São Mateus do Sul,Não,"4125605",,31982
4608,São Miguel do Iguaçu,Não,"4125704",,31981
4609,São Pedro do Iguaçu,Não,"4125753",,31982
4610,São Pedro do Ivaí,Não,"4125803",,31982
4611,Sulina,Não,"4126652",,31982
4612,Tamarana,Não,"4126678",,31982
4613,Tamboara,Não,"4126702",,31982
4614,Tapejara,Não,"4126801",,31982
4615,Tapira,Não,"4126900",,31982
4616,Teixeira Soares,Não,"4127007",,31982
4617,Telêmaco Borba,Não,"4127106",,31982
4618,Terra Boa,Não,"4127205",,31982
4619,Candiba,Não,"2906600",,31983
4620,Itarantim,Não,"2916807",,31984
4621,Terra Rica,Não,"4127304",,31982
4622,Terra Roxa,Não,"4127403",,31981
4623,Tibagi,Não,"4127502",,31982
4624,Tijucas do Sul,Não,"4127601",,31982
4625,Toledo,Não,"4127700",,31982
4626,Tomazina,Não,"4127809",,31982
4627,Três Barras do Paraná,Não,"4127858",,31982
4628,Tunas do Paraná,Não,"4127882",,31982
4629,Tuneiras do Oeste,Não,"4127908",,31982
4630,Tupãssi,Não,"4127957",,31982
4631,Turvo,Não,"4127965",,31982
4632,Ubiratã,Não,"4128005",,31982
4633,União da Vitória,Não,"4128203",,31982
4634,Uniflor,Não,"4128302",,31982
4635,Ventania,Não,"4128534",,31982
4636,Vera Cruz do Oeste,Não,"4128559",,31982
4637,Verê,Não,"4128609",,31982
4638,Virmond,Não,"4128658",,31982
4639,Vitorino,Não,"4128708",,31982
4640,Wenceslau Braz,Não,"4128500",,31982
4641,Xambrê,Não,"4128807",,31982
4642,Ribeirão do Largo,Não,"2926657",,31984
4643,Una,Não,"2932507",,31984
4644,Uruçuca,Não,"2932705",,31984
4645,Aramina,Não,"3503000",,31983
4646,Prado,Não,"2925501",,31984
4647,Vereda,Não,"2933257",,31984
4648,Itanhém,Não,"2916005",,31984
4649,Itororó,Não,"2917102",,31984
4650,Mortugaba,Não,"2921807",,31983
4651,Mascote,Não,"2920908",,31984
4652,Rio do Antônio,Não,"2926806",,31983
4653,Cordeiros,Não,"2909000",,31984
4654,Maiquinique,Não,"2920007",,31984
4655,Canavieiras,Não,"2906303",,31984
4656,Itabuna,Não,"2914802",,31984
4657,Macarani,Não,"2919702",,31984
4658,São José da Vitória,Não,"2929354",,31984
4659,Lagoa Real,Não,"2918753",,31983
4660,Buerarema,Não,"2904704",,31984
4661,Ibicaraí,Não,"2912103",,31984
4662,Jacaraci,Não,"2917409",,31983
4663,Itapetinga,Não,"2916401",,31984
4664,Pau Brasil,Não,"2923902",,31984
4665,Itambé,Não,"2915809",,31984
4666,Jussari,Não,"2918555",,31984
4667,Santa Cruz da Vitória,Não,"2927804",,31984
4668,Santa Luzia,Não,"2928059",,31984
4669,Teolândia,Não,"2931608",,31984
4670,Guanambi,Não,"2911709",,31983
4671,Encruzilhada,Não,"2910404",,31984
4672,Floresta Azul,Não,"2911006",,31984
4673,Igreja Nova,Não,"2703205",,31984
4674,Itajuípe,Não,"2915502",,31984
4675,Itaju do Colônia,Não,"2915403",,31984
4676,Itapebi,Não,"2916302",,31984
4677,Boca da Mata,Não,"2701001",,31984
4678,Porto do Mangue,Não,"2410256",,31984
4679,Piraquara,Não,"4119509",,31982
4680,Rio das Pedras,Não,"3544004",,31983
4681,Guaraci,Não,"3517901",,31982
4682,Guarujá,Não,"3518701",,31983
4683,São Romão,Não,"3164209",,31983
4684,Jijoca de Jericoacoara,Não,"2307254",,31984
4685,Acaraú,Não,"2300200",,31984
4686,Cruz,Não,"2304251",,31984
4687,Cocal,Não,"2202703",,31984
4688,Brasileira,Não,"2201960",,31984
4689,Bom Princípio do Piauí,Não,"2201919",,31984
4690,Jatobá do Piauí,Não,"2205276",,31984
4691,Pedro II,Não,"2207900",,31984
4692,Piripiri,Não,"2208403",,31984
4693,Sigefredo Pacheco,Não,"2210656",,31984
4694,São José do Divino,Não,"2210052",,31984
4695,Tacaratu,Não,"2614808",,31984
4696,Gameleira,Não,"2605905",,31985
4697,Pacujá,Não,"2309904",,31984
4698,Jequiá da Praia,Não,"2703759",,31984
4699,Água Preta,Não,"2600401",,31985
4700,Fátima,Não,"2910750",,31984
4701,Banzaê,Não,"2902658",,31984
4702,Cícero Dantas,Não,"2907806",,31984
4703,Cortês,Não,"2604809",,31985
4704,Cascalho Rico,Não,"3115003",,31983
4705,Ipojuca,Não,"2607208",,31985
4706,Bonito,Não,"2602308",,31985
4707,Jaqueira,Não,"2607950",,31985
4708,Agrestina,Não,"2600302",,31985
4709,Neópolis,Não,"2804409",,31984
4710,Pacatuba,Não,"2804904",,31984
4711,Santana do São Francisco,Não,"2806404",,31984
4712,Barra dos Coqueiros,Não,"2800605",,31984
4713,Porto Real do Colégio,Não,"2707503",,31984
4714,Itabi,Não,"2803104",,31984
4715,Iraí de Minas,Não,"3131604",,31983
4716,Douradoquara,Não,"3123502",,31983
4717,Cacimbinhas,Não,"2701209",,31984
4718,Canapi,Não,"2701605",,31984
4719,Jaíba,Não,"3135050",,31983
4720,Guarda-Mor,Não,"3128600",,31983
4721,Vazante,Não,"3171006",,31983
4722,Barreiros,Não,"2601409",,31985
4723,Arapiraca,Não,"2700300",,31984
4724,Coqueiro Seco,Não,"2702207",,31985
4725,Água Branca,Não,"2700102",,31984
4726,Delmiro Gouveia,Não,"2702405",,31984
4727,Coruripe,Não,"2702306",,31984
4728,Capela,Não,"2701704",,31984
4729,Japaratinga,Não,"2703601",,31985
4730,Cajueiro,Não,"2701308",,31984
4731,Craíbas,Não,"2702355",,31984
4732,Barra de São Miguel,Não,"2700607",,31985
4733,Girau do Ponciano,Não,"2702900",,31984
4734,Jacaré dos Homens,Não,"2703403",,31984
4735,Feira Grande,Não,"2702603",,31984
4736,Feliz Deserto,Não,"2702702",,31984
4737,Atalaia,Não,"2700409",,31984
4738,Colônia Leopoldina,Não,"2702108",,31985
4739,Flexeiras,Não,"2702801",,31985
4740,Estrela de Alagoas,Não,"2702553",,31984
4741,Barra de Santo Antônio,Não,"2700508",,31985
4742,Campo Grande,Não,"2701506",,31984
4743,Dois Riachos,Não,"2702504",,31984
4744,Anadia,Não,"2700201",,31984
4745,Campo Grande,Não,"2401305",,31984
4746,Areia Branca,Não,"2401107",,31984
4747,Baraúna,Não,"2401453",,31984
4748,Iati,Não,"2606507",,31984
4749,Lagoa Grande,Não,"3137536",,31983
4750,Cumbe,Não,"2801900",,31984
4751,Santa Brígida,Não,"2927606",,31984
4752,Santa Cruz dos Milagres,Não,"2209153",,31984
4753,São Miguel do Tapuio,Não,"2210409",,31984
4754,São João da Serra,Não,"2209906",,31984
4755,João Pinheiro,Não,"3136306",,31983
4756,Bonfinópolis de Minas,Não,"3108206",,31983
4757,Limoeiro de Anadia,Não,"2704203",,31984
4758,Caiçara do Norte,Não,"2401859",,31984
4759,Galinhos,Não,"2404101",,31984
4760,Apodi,Não,"2401008",,31984
4761,Guamaré,Não,"2404507",,31984
4762,Macau,Não,"2407203",,31984
4763,Murici,Não,"2705507",,31985
4764,Messias,Não,"2705200",,31985
4765,Simão Dias,Não,"2807105",,31984
4766,Cedro de São João,Não,"2801603",,31984
4767,Gracho Cardoso,Não,"2802601",,31984
4768,Aquidabã,Não,"2800209",,31984
4769,Gararu,Não,"2802403",,31984
4770,Caraúbas,Não,"2402303",,31984
4771,Mossoró,Não,"2408003",,31984
4772,Japoatã,Não,"2803401",,31984
4773,Santana do Ipanema,Não,"2708006",,31984
4774,Poço das Trincheiras,Não,"2707206",,31984
4775,São Bento do Norte,Não,"2411601",,31985
4776,Ouro Branco,Não,"2706109",,31984
4777,Águas Belas,Não,"2600500",,31984
4778,Ilha das Flores,Não,"2802700",,31984
4779,Olho d'Água do Casado,Não,"2705804",,31984
4780,Nossa Senhora do Socorro,Não,"2804805",,31984
4781,Olho d'Água das Flores,Não,"2705705",,31984
4782,Umarizal,Não,"2414506",,31984
4783,Viçosa,Não,"2414902",,31984
4784,Olho d'Água do Borges,Não,"2408409",,31984
4785,Campo Alegre de Goiás,Não,"5204805",,31983
4786,Vila Boa,Não,"5222203",,31983
4787,Cabeceiras,Não,"5204003",,31983
4788,Formosa,Não,"5208004",,31983
4789,Planaltina,Não,"5217609",,31983
4790,Luziânia,Não,"5212501",,31982
4791,Cristalina,Não,"5206206",,31983
4792,Coreaú,Não,"2304004",,31984
4793,Jaguaribara,Não,"2306801",,31984
4794,Maracanaú,Não,"2307650",,31984
4795,Maranguape,Não,"2307700",,31984
4796,Martinópole,Não,"2307908",,31984
4797,Forquilha,Não,"2304350",,31984
4798,Ipueiras,Não,"2305902",,31984
4799,Moraújo,Não,"2308807",,31984
4800,Morada Nova,Não,"2308708",,31984
4801,São Gonçalo do Amarante,Não,"2312403",,31984
4802,Pacatuba,Não,"2309706",,31984
4803,Potiretama,Não,"2311231",,31984
4804,Tianguá,Não,"2313401",,31984
4805,Barroquinha,Não,"2302057",,31984
4806,Meruoca,Não,"2308203",,31984
4807,Ipaporanga,Não,"2305654",,31984
4808,Ipu,Não,"2305803",,31984
4809,Itaiçaba,Não,"2306207",,31984
4810,Massapê,Não,"2308005",,31984
4811,Miraíma,Não,"2308377",,31984
4812,Novo Oriente,Não,"2309409",,31984
4813,Quiterianópolis,Não,"2311264",,31984
4814,São Luís do Curu,Não,"2312601",,31984
4815,Pentecoste,Não,"2310704",,31984
4816,Senador Sá,Não,"2312809",,31984
4817,Sobral,Não,"2312908",,31984
4818,Uruoca,Não,"2313906",,31984
4819,São Miguel dos Campos,Não,"2708600",,31984
4820,Viçosa do Ceará,Não,"2314102",,31984
4821,Monteirópolis,Não,"2705408",,31984
4822,Acarape,Não,"2300150",,31984
4823,Capistrano,Não,"2302909",,31984
4824,Guaiúba,Não,"2304954",,31984
4825,São Brás,Não,"2708204",,31984
4826,Horizonte,Não,"2305233",,31984
4827,Itapiúna,Não,"2306504",,31984
4828,Mulungu,Não,"2309102",,31984
4829,Monsenhor Tabosa,Não,"2308609",,31984
4830,Madalena,Não,"2307635",,31984
4831,Independência,Não,"2305605",,31984
4832,Jaguaruana,Não,"2307007",,31984
4833,Palhano,Não,"2310001",,31984
4834,São Miguel dos Milagres,Não,"2708709",,31985
4835,Pacajus,Não,"2309607",,31984
4836,Pacoti,Não,"2309805",,31984
4837,Palmácia,Não,"2310100",,31984
4838,Varjota,Não,"2313955",,31984
4839,Redenção,Não,"2311603",,31984
4840,Ocara,Não,"2309458",,31984
4841,Santa Quitéria,Não,"2312205",,31984
4842,Quixadá,Não,"2311306",,31984
4843,Roteiro,Não,"2707800",,31985
4844,Tamboril,Não,"2313203",,31984
4845,Itatira,Não,"2306603",,31984
4846,Icapuí,Não,"2305357",,31984
4847,Itapipoca,Não,"2306405",,31984
4848,Mombaça,Não,"2308500",,31984
4849,Milhã,Não,"2308351",,31984
4850,Marco,Não,"2307809",,31984
4851,Morrinhos,Não,"2308906",,31984
4852,Mucambo,Não,"2309003",,31984
4853,Pedra Branca,Não,"2310506",,31984
4854,Passo de Camaragibe,Não,"2706505",,31985
4855,Piquet Carneiro,Não,"2310902",,31984
4856,Senador Pompeu,Não,"2312700",,31984
4857,Santana do Acaraú,Não,"2312007",,31984
4858,Aratuba,Não,"2301406",,31984
4859,Paraipaba,Não,"2310258",,31984
4860,São Benedito,Não,"2312304",,31984
4861,Solonópole,Não,"2313005",,31984
4862,Tabuleiro do Norte,Não,"2313104",,31984
4863,Ubajara,Não,"2313609",,31984
4864,Trairi,Não,"2313500",,31984
4865,Uruburetama,Não,"2313807",,31984
4866,Minador do Negrão,Não,"2705309",,31984
4867,Carnaubal,Não,"2303402",,31984
4868,Ibicuitinga,Não,"2305332",,31984
4869,Itapajé,Não,"2306306",,31984
4870,Pindoretama,Não,"2310852",,31984
4871,Tejuçuoca,Não,"2313351",,31984
4872,Tururu,Não,"2313559",,31984
4873,Umirim,Não,"2313757",,31984
4874,Aquiraz,Não,"2301000",,31984
4875,Alto Santo,Não,"2300705",,31984
4876,Alcântaras,Não,"2300507",,31984
4877,Amontada,Não,"2300754",,31984
4878,Apuiarés,Não,"2300903",,31984
4879,Croatá,Não,"2304236",,31984
4880,Irauçuba,Não,"2306108",,31984
4881,Ararendá,Não,"2301257",,31984
4882,Aracati,Não,"2301109",,31984
4883,Aracoiaba,Não,"2301208",,31984
4884,Tanque d'Arca,Não,"2709004",,31984
4885,Mata Grande,Não,"2705002",,31984
4886,Eusébio,Não,"2304285",,31984
4887,Caucaia,Não,"2303709",,31984
4888,Banabuiú,Não,"2301851",,31984
4889,Groaíras,Não,"2304905",,31984
4890,Graça,Não,"2304657",,31984
4891,Fortim,Não,"2304459",,31984
4892,Ibaretama,Não,"2305266",,31984
4893,Caridade,Não,"2303006",,31984
4894,Guaramiranga,Não,"2305100",,31984
4895,Doutor Severiano,Não,"2403202",,31984
4896,Barreira,Não,"2301950",,31984
4897,Choró,Não,"2303931",,31984
4898,Pires Ferreira,Não,"2310951",,31984
4899,General Sampaio,Não,"2304608",,31984
4900,Canindé,Não,"2302800",,31984
4901,Deputado Irapuan Pinheiro,Não,"2304269",,31984
4902,Milton Brandão,Não,"2206357",,31984
4903,Crateús,Não,"2304103",,31984
4904,Piracuruca,Não,"2208304",,31984
4905,São João da Fronteira,Não,"2209872",,31984
4906,Chaval,Não,"2303907",,31984
4907,Barreirinhas,Não,"2101707",,31983
4908,Paulino Neves,Não,"2108058",,31983
4909,Santo Amaro do Maranhão,Não,"2110278",,31983
4910,Igaci,Não,"2703106",,31984
4911,Marechal Deodoro,Não,"2704708",,31985
4912,Catunda,Não,"2303659",,31984
4913,Itainópolis,Não,"2205003",,31984
4914,Granja,Não,"2304707",,31984
4915,Bela Cruz,Não,"2302305",,31984
4916,Baturité,Não,"2302107",,31984
4917,Ibiapina,Não,"2305308",,31984
4918,Cariré,Não,"2303105",,31984
4919,Guaraciaba do Norte,Não,"2305001",,31984
4920,Chorozinho,Não,"2303956",,31984
4921,Cascavel,Não,"2303501",,31984
4922,Beberibe,Não,"2302206",,31984
4923,Maribondo,Não,"2704807",,31984
4924,Hidrolândia,Não,"2305209",,31984
4925,Boa Viagem,Não,"2302404",,31984
4926,Limoeiro do Norte,Não,"2307601",,31984
4927,Paracuru,Não,"2310209",,31984
4928,Poranga,Não,"2311009",,31984
4929,Reriutaba,Não,"2311702",,31984
4930,José da Penha,Não,"2406007",,31984
4931,Russas,Não,"2311801",,31984
4932,Paramoti,Não,"2310407",,31984
4933,Quixeramobim,Não,"2311405",,31984
4934,Jeremoabo,Não,"2918100",,31984
4935,Paulo Afonso,Não,"2924009",,31984
4936,Glória,Não,"2911402",,31984
4937,Buriti dos Montes,Não,"2202026",,31984
4938,Pindoba,Não,"2707008",,31984
4939,Buriti dos Lopes,Não,"2202000",,31984
4940,Domingos Mourão,Não,"2203420",,31984
4941,Capitão de Campos,Não,"2202406",,31984
4942,Castelo do Piauí,Não,"2202604",,31984
4943,Caxingó,Não,"2202653",,31984
4944,Cocal de Telha,Não,"2202711",,31984
4945,Caraúbas do Piauí,Não,"2202539",,31984
4946,Chã Preta,Não,"2701902",,31984
4947,Lagoa de São Francisco,Não,"2205573",,31984
4948,Juazeiro do Piauí,Não,"2205516",,31984
4949,Novo Santo Antônio,Não,"2206951",,31984
4950,Juru,Não,"2508000",,31984
4951,Água Doce do Maranhão,Não,"2100154",,31983
4952,Humberto de Campos,Não,"2105005",,31983
4953,Primeira Cruz,Não,"2109403",,31983
4954,Tutóia,Não,"2112506",,31983
4955,Coité do Nóia,Não,"2702009",,31984
4956,Taquarana,Não,"2709103",,31984
4957,Joaquim Gomes,Não,"2703809",,31985
4958,Santa Luzia do Norte,Não,"2707909",,31985
4959,Olho d'Água Grande,Não,"2705903",,31984
4960,Quebrangulo,Não,"2707602",,31984
4961,Paripueira,Não,"2706448",,31985
4962,Teotônio Vilela,Não,"2709152",,31984
4963,Pão de Açúcar,Não,"2706406",,31984
4964,Grossos,Não,"2404408",,31984
4965,Pilar,Não,"2706901",,31984
4966,Itaú,Não,"2404903",,31984
4967,São Luís do Quitunde,Não,"2708501",,31985
4968,Matriz de Camaragibe,Não,"2705101",,31985
4969,Lagoa,Não,"2508109",,31984
4970,União dos Palmares,Não,"2709301",,31984
4971,Pariconha,Não,"2706422",,31984
4972,Lajes,Não,"2406700",,31984
4973,Major Isidoro,Não,"2704401",,31984
4974,Maruim,Não,"2804003",,31984
4975,Viçosa,Não,"2709400",,31984
4976,Propriá,Não,"2805703",,31984
4977,Paraú,Não,"2408706",,31984
4978,São José da Tapera,Não,"2708402",,31984
4979,Pedro Avelino,Não,"2409704",,31984
4980,Lucrécia,Não,"2406908",,31984
4981,Porto de Pedras,Não,"2707404",,31985
4982,Luís Gomes,Não,"2407005",,31984
4983,Porto Calvo,Não,"2707305",,31985
4984,Rio Largo,Não,"2707701",,31985
4985,Penedo,Não,"2706703",,31984
4986,Siriri,Não,"2807204",,31984
4987,Tomar do Geru,Não,"2807501",,31984
4988,Maragogi,Não,"2704500",,31985
4989,Capela,Não,"2801306",,31984
4990,Carmópolis,Não,"2801504",,31984
4991,Major Sales,Não,"2407252",,31984
